formatted_date,equity_curve,mkt_return,rf_return
2004-01-30,1.0,-0.0026275938905750973,5.0472592777017766e-05
2004-02-02,1.0133690466892302,0.003651220341591488,5.0864403512651535e-05
2004-02-03,1.0225195315598203,0.000678275923247762,5.008074350687508e-05
2004-02-04,1.004737263216122,-0.008371266181679271,5.008074350687508e-05
2004-02-05,0.9984077145201475,0.0018374695994518575,5.0864403512651535e-05
2004-02-06,1.0186841586623432,0.012555528911700975,4.968885569511805e-05
2004-02-09,1.0306657030921742,-0.0025814266745999292,4.929692933375307e-05
2004-02-10,1.0452776700840645,0.005027136254455833,5.008074350687508e-05
2004-02-11,1.0464664468561558,0.010667432203527172,4.851296093222324e-05
2004-02-12,1.0337045902584048,-0.004880134368439815,4.890496441523062e-05
2004-02-13,1.0421561132085853,-0.0054681643574940875,4.7728838241667404e-05
2004-02-17,1.0482868415850872,0.009757229443723148,4.7728838241667404e-05
2004-02-18,1.053290133718783,-0.004468529536945431,4.851296093222324e-05
2004-02-19,1.0551592750210625,-0.004132492852418457,4.851296093222324e-05
2004-02-20,1.051668078658304,-0.002571855954782487,4.968885569511805e-05
2004-02-23,1.0365178054603092,-0.002727006281855626,4.8120918876737306e-05
2004-02-24,1.0340152724697023,-0.0016652419655953654,4.851296093222324e-05
2004-02-25,1.0523656668075494,0.004020822114521705,4.851296093222324e-05
2004-02-26,1.0496574938254086,0.0010842202617262764,4.851296093222324e-05
2004-02-27,1.0592978646423534,2.6121900996267655e-05,4.7728838241667404e-05
2004-03-01,1.065586386510518,0.009633718676394176,4.851296093222324e-05
2004-03-02,1.0663526801248084,-0.005943056732701124,4.968885569511805e-05
2004-03-03,1.0721371681041563,0.001679622097244815,4.968885569511805e-05
2004-03-04,1.1010191752704241,0.0033361126317947853,4.929692933375307e-05
2004-03-05,1.1055712350703217,0.0017231292204220594,4.576785610077572e-05
2004-03-08,1.0910773966772507,-0.00835021895649013,4.5375543826331466e-05
2004-03-09,1.0873658209852306,-0.005770567816382077,4.5375543826331466e-05
2004-03-10,1.0762065756343986,-0.014632855257233457,4.616012974967276e-05
2004-03-11,1.0459406260796316,-0.01522389658112111,4.5375543826331466e-05
2004-03-12,1.0612567047248054,0.012459492064514466,4.655236478057212e-05
2004-03-15,1.0490078873181468,-0.014349801284550545,4.655236478057212e-05
2004-03-16,1.038776123530972,0.005622469187051893,4.616012974967276e-05
2004-03-17,1.0572728306330441,0.011749391736585624,4.655236478057212e-05
2004-03-18,1.0465181607587772,-0.0012725728239710854,4.616012974967276e-05
2004-03-19,1.0365742602803525,-0.011173210485700302,4.6944561201023305e-05
2004-03-22,0.9965230979294525,-0.012957527170427863,4.616012974967276e-05
2004-03-23,1.0050577432801164,-0.0013237841974333975,4.616012974967276e-05
2004-03-24,0.9976677379658447,-0.0023949862737147054,4.576785610077572e-05
2004-03-25,1.0185714054990644,0.016365339604649698,4.5375543826331466e-05
2004-03-26,1.0154556638278875,-0.0010186558409170932,4.6944561201023305e-05
2004-03-29,1.0360828396077024,0.01300463092917803,4.7728838241667404e-05
2004-03-30,1.0439656268689061,0.0040357688090642,4.7728838241667404e-05
2004-03-31,1.0577095129497354,-0.0007010107031942825,4.733671901879788e-05
2004-04-01,1.0615073478556747,0.005292159734452184,4.851296093222324e-05
2004-04-02,1.0667558373036687,0.008514634970242296,5.125617572176999e-05
2004-04-05,1.0707515602843438,0.007671930746608657,5.2822879442970816e-05
2004-04-06,1.0649477779920207,-0.0020945376829524243,5.164790941170061e-05
2004-04-07,1.0585330584949257,-0.006645419328032753,5.164790941170061e-05
2004-04-08,1.0653607758917976,-0.001060983031335394,5.203960459021495e-05
2004-04-12,1.0673222190645328,0.005160977741120565,5.2822879442970816e-05
2004-04-13,1.0525827148410907,-0.013761797448120672,5.478039315431893e-05
2004-04-14,1.0544657802280246,-0.0011243603261952284,5.83014960653383e-05
2004-04-15,1.046642708574892,0.0005938128552476218,5.75192976255412e-05
2004-04-16,1.061829388695392,0.005111459290916498,5.517178051372973e-05
2004-04-19,1.069099269097554,0.001066411324702976,5.634571196244664e-05
2004-04-20,1.0563874192287024,-0.015556974441883087,5.75192976255412e-05
2004-04-21,1.0740017033903806,0.005312293767880227,5.986543241132125e-05
2004-04-22,1.1042325203603385,0.014091476992293517,5.8692537707294434e-05
2004-04-23,1.100057006618101,0.0005876868258882784,6.260084472953231e-05
2004-04-26,1.1045587719778365,-0.004444981937210768,6.18194899655311e-05
2004-04-27,1.0987618908745254,0.00227202802931159,6.0256320597362745e-05
2004-04-28,1.0749225709154067,-0.013794757425861004,6.0647170438077325e-05
2004-04-29,1.0523570532543318,-0.0075908262326582765,6.10379819414586e-05
2004-04-30,1.0546589977773406,-0.005916172812081788,6.10379819414586e-05
2004-05-03,1.0567042056558082,0.009202511475578934,6.299146465793548e-05
2004-05-04,1.0679964783080924,0.0018434693927933399,6.18194899655311e-05
2004-05-05,1.068038918997172,0.0017685502053459423,6.142875511461199e-05
2004-05-06,1.0711118329757745,-0.006722993469222671,6.338204629385835e-05
2004-05-07,1.0909670076090952,-0.013725472577435949,7.196516950935816e-05
2004-05-10,1.0697103253495446,-0.010539689241213068,7.274453736161313e-05
2004-05-11,1.0698809397675184,0.007662407178693709,7.196516950935816e-05
2004-05-12,1.0798399160287901,0.0016706177430034774,7.118564917729664e-05
2004-05-13,1.0642076992930072,-0.0007656093870251901,7.23548724916867e-05
2004-05-14,1.062069883826763,-0.0006749026612674625,7.118564917729664e-05
2004-05-17,1.0683545136092407,-0.010586817653437941,7.079583181268667e-05
2004-05-18,1.0759172666578138,0.0068167279908324385,7.196516950935816e-05
2004-05-19,1.0752309237861004,-0.002574404299240607,7.274453736161313e-05
2004-05-20,1.077717406072039,0.00046835403438727496,7.118564917729664e-05
2004-05-21,1.1047032665808265,0.004012263629480151,7.23548724916867e-05
2004-05-24,1.124511258430372,0.001691700031835941,7.31341641264649e-05
2004-05-25,1.1362045727419847,0.01610357226793835,7.23548724916867e-05
2004-05-26,1.1411295847264586,0.0016979403398029724,7.118564917729664e-05
2004-05-27,1.1572905720954418,0.005686483778335472,6.962615083461188e-05
2004-05-28,1.152816677508498,-0.0005350809523592126,7.196516950935816e-05
2004-06-01,1.161771245252663,0.00046391247815646963,7.430281586562337e-05
2004-06-02,1.176858658986123,0.0033803418012448017,7.5471124928006e-05
2004-06-03,1.1599577663310894,-0.0074222665609654515,7.508172663661661e-05
2004-06-04,1.1717010018889353,0.005247873329532693,7.741754574253079e-05
2004-06-07,1.1913118229044042,0.015964404405623522,7.702833764056116e-05
2004-06-08,1.189856923611004,0.0015432995719157905,7.936301616751074e-05
2004-06-09,1.1691594821417512,-0.00949946343485697,8.402827315934225e-05
2004-06-10,1.1716007934483836,0.004543338237380734,8.402827315934225e-05
2004-06-14,1.145948491249537,-0.009837419314923102,8.829996541415142e-05
2004-06-15,1.15593220831573,0.005971767695307717,8.480528519427821e-05
2004-06-16,1.1598203793911872,0.0013692889769110206,8.791181894252098e-05
2004-06-17,1.1665172439610743,-0.0013320950700206335,8.6747152605815e-05
2004-06-18,1.174230047057979,0.002623533037430237,8.791181894252098e-05
2004-06-21,1.1677966985514896,-0.004158491147208343,8.519373439619393e-05
2004-06-22,1.1793740892637055,0.003636189661164524,8.6747152605815e-05
2004-06-23,1.2002215399801035,0.008506645854063244,8.441679811777014e-05
2004-06-24,1.1957915685506468,-0.0029806426280444276,8.286247091815468e-05
2004-06-25,1.2076839424242354,-0.005453005365357422,8.402827315934225e-05
2004-06-28,1.1946397462632707,-0.0009520887792657806,9.024013079850235e-05
2004-06-29,1.1943820217396512,0.0025146474145940623,8.635885482832784e-05
2004-06-30,1.1956276551902294,0.004083801133464071,8.20850798783912e-05
2004-07-01,1.1853265982426857,-0.010430932269721027,8.130753713309069e-05
2004-07-02,1.1838577669930572,-0.003153344471985897,7.936301616751074e-05
2004-07-06,1.1668736936000201,-0.008148397790546658,8.441679811777014e-05
2004-07-07,1.1624080744271565,0.001899279876885318,7.85849419846496e-05
2004-07-08,1.1383806401134693,-0.008244410026940319,7.81958479070255e-05
2004-07-09,1.1451345163706201,0.003336074231641284,7.85849419846496e-05
2004-07-12,1.1446071516032403,0.001383809375459455,7.936301616751074e-05
2004-07-13,1.1459675651768195,0.0007089685285670555,8.052984262252316e-05
2004-07-14,1.1341838503591304,-0.003291105957191842,8.16963274727911e-05
2004-07-15,1.1318175189992024,-0.0043006373747112026,8.286247091815468e-05
2004-07-16,1.1228011110693883,-0.004788989724690218,8.16963274727911e-05
2004-07-19,1.1268665230892665,-0.00044488349073279476,8.24737943578846e-05
2004-07-20,1.145490105585844,0.007057879334125161,8.363971031166706e-05
2004-07-21,1.124413338901637,-0.013340343362997498,8.402827315934225e-05
2004-07-22,1.1192751313322518,0.002705928369005184,8.325110956697301e-05
2004-07-23,1.098317698772583,-0.00970060809233908,8.325110956697301e-05
2004-07-26,1.0957518755806819,-0.0019609694149907986,8.558214573084477e-05
2004-07-27,1.1086027555204965,0.009925567812721026,8.597051920578025e-05
2004-07-28,1.0950402580069856,0.0005389767491852382,8.519373439619393e-05
2004-07-29,1.1095909728492435,0.004573596944219327,8.441679811777014e-05
2004-07-30,1.1166365924297668,0.0011721935327353439,8.363971031166706e-05
