formatted_date,holdings,portfolio_curve,mkt_curve,mkt_return
2004-01-30,,1.0,0.9973724061094249,-0.0026275938905750973
2004-02-02,"ANSS,ISRG,IVZ,LKQ,MAA,MNST,NDAQ,ODFL,WAB,WST",1.0133690466892302,1.0010140325267536,0.003651220341591488
2004-02-03,"ANSS,ISRG,IVZ,LKQ,MAA,MNST,NDAQ,ODFL,WAB,WST",1.0225195315598203,1.0016929962438497,0.000678275923247762
2004-02-04,"ANSS,ISRG,IVZ,LKQ,MAA,MNST,NDAQ,ODFL,WAB,WST",1.004737263216122,0.9933075575399686,-0.008371266181679271
2004-02-05,"ANSS,ISRG,IVZ,LKQ,MAA,MNST,NDAQ,ODFL,WAB,WST",0.9984077145201475,0.995132729979854,0.0018374695994518575
2004-02-06,"ANSS,ISRG,IVZ,LKQ,MAA,MNST,NDAQ,ODFL,WAB,WST",1.0186841586623432,1.007627147742096,0.012555528911700975
2004-02-09,"ANSS,ISRG,IVZ,LKQ,MAA,MNST,NDAQ,ODFL,WAB,WST",1.0306657030921742,1.0050260321448634,-0.0025814266745999292
2004-02-10,"ANSS,ISRG,IVZ,LKQ,MAA,MNST,NDAQ,ODFL,WAB,WST",1.0452776700840645,1.0100784349477308,0.005027136254455833
2004-02-11,"ANSS,ISRG,IVZ,LKQ,MAA,MNST,NDAQ,ODFL,WAB,WST",1.0464664468561558,1.0208533781727804,0.010667432203527172
2004-02-12,"ANSS,ISRG,IVZ,LKQ,MAA,MNST,NDAQ,ODFL,WAB,WST",1.0337045902584048,1.0158714765168215,-0.004880134368439815
2004-02-13,"ANSS,ISRG,IVZ,LKQ,MAA,MNST,NDAQ,ODFL,WAB,WST",1.0421561132085853,1.0103165243171373,-0.0054681643574940875
2004-02-17,"ANSS,ISRG,IVZ,LKQ,MAA,MNST,NDAQ,ODFL,WAB,WST",1.0482868415850872,1.0201744144556844,0.009757229443723148
2004-02-18,"ANSS,ISRG,IVZ,LKQ,MAA,MNST,NDAQ,ODFL,WAB,WST",1.053290133718783,1.015615734951853,-0.004468529536945431
